audio_id,audio_path,speaker_id,speaker_gender,emotion,emotion_index,emotion_detail,service_emotion,emotion_source,transcript,transcript_source,duration_s,sample_rate,channels,audio_rms,audio_peak,audio_zero_crossing_rate,spectral_centroid_hz,pitch_hz,pitch_confidence
f2001_000119,small/F2001.tar!F2001/wav_48000/F2001_000119.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,5.5263,44100,1,0.0203925,0.249268,0.053982,2674.9529,367.5000,0.5103
f2001_000120,small/F2001.tar!F2001/wav_48000/F2001_000120.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,9.6131,44100,1,0.0277976,0.351318,0.0704353,3278.3209,233.3333,0.4106
f2001_000121,small/F2001.tar!F2001/wav_48000/F2001_000121.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,5.0620,44100,1,0.0504252,0.546692,0.0526898,2907.8298,150.0000,0.3199
f2001_000122,small/F2001.tar!F2001/wav_48000/F2001_000122.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,2.7864,44100,1,0.0322844,0.198395,0.0386315,1793.9625,294.0000,0.5211
f2001_000123,small/F2001.tar!F2001/wav_48000/F2001_000123.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,3.5759,44100,1,0.0353396,0.196259,0.0318526,2036.6236,282.6923,0.8410
f2001_000124,small/F2001.tar!F2001/wav_48000/F2001_000124.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,7.2446,44100,1,0.0283654,0.203705,0.0412067,3193.8780,306.2500,0.5789
f2001_000125,small/F2001.tar!F2001/wav_48000/F2001_000125.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,5.2013,44100,1,0.0314518,0.340668,0.0496698,3544.9557,229.6875,0.8714
f2001_000126,small/F2001.tar!F2001/wav_48000/F2001_000126.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,8.5449,44100,1,0.0371785,0.386139,0.0676484,3850.3970,207.0423,0.7229
f2001_000127,small/F2001.tar!F2001/wav_48000/F2001_000127.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,5.8050,44100,1,0.0255921,0.350769,0.0669456,2433.1393,210.0000,0.2111
f2001_000128,small/F2001.tar!F2001/wav_48000/F2001_000128.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,5.8050,44100,1,0.0262757,0.236633,0.0641174,4202.8602,420.0000,0.7816
f2001_000129,small/F2001.tar!F2001/wav_48000/F2001_000129.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,5.9907,44100,1,0.0411103,0.358948,0.0495323,3007.2570,249.1525,0.9014
f2001_000130,small/F2001.tar!F2001/wav_48000/F2001_000130.wav,F2001,female,shy,12,부끄러운듯,normal,skt_index,,,8.0341,44100,1,0.0219766,0.174072,0.0436067,3596.6942,188.4615,0.6982
f2001_000131,small/F2001.tar!F2001/wav_48000/F2001_000131.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,7.7555,44100,1,0.0697975,0.531128,0.0435215,2448.3445,193.4211,0.3177
f2001_000132,small/F2001.tar!F2001/wav_48000/F2001_000132.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,4.5511,44100,1,0.0889192,0.942444,0.0561676,3000.3867,249.1525,0.3611
f2001_000133,small/F2001.tar!F2001/wav_48000/F2001_000133.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,3.8545,44100,1,0.0755261,0.50827,0.0603884,3170.8559,253.4483,0.5724
f2001_000134,small/F2001.tar!F2001/wav_48000/F2001_000134.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,5.4335,44100,1,0.0429848,0.339508,0.0379567,2409.8417,240.9836,0.3099
f2001_000135,small/F2001.tar!F2001/wav_48000/F2001_000135.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,5.5263,44100,1,0.045308,0.529327,0.0391447,2589.4679,277.3585,0.3688
f2001_000136,small/F2001.tar!F2001/wav_48000/F2001_000136.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,1.9505,44100,1,0.0360532,0.234192,0.0226356,5205.1180,272.2222,0.8346
f2001_000137,small/F2001.tar!F2001/wav_48000/F2001_000137.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,4.2725,44100,1,0.0499649,0.892792,0.0649099,4083.3731,267.2727,0.3464
f2001_000138,small/F2001.tar!F2001/wav_48000/F2001_000138.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,4.5511,44100,1,0.0540316,0.723419,0.03982,3199.4618,420.0000,0.5478
f2001_000139,small/F2001.tar!F2001/wav_48000/F2001_000139.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,8.0805,44100,1,0.0685548,0.700226,0.0625226,4054.0860,334.0909,0.5231
f2001_000140,small/F2001.tar!F2001/wav_48000/F2001_000140.wav,F2001,female,hurry,13,몹시 서두르는 듯,frustrated,skt_index,,,4.5511,44100,1,0.0399566,0.858124,0.0664564,3554.9094,245.0000,0.2657
f2001_000141,small/F2001.tar!F2001/wav_48000/F2001_000141.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,6.8731,44100,1,0.030543,0.320892,0.0437343,2469.0960,300.0000,0.9281
f2001_000142,small/F2001.tar!F2001/wav_48000/F2001_000142.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,5.8514,44100,1,0.0264797,0.184509,0.0515642,3163.9657,233.3333,0.4064
f2001_000143,small/F2001.tar!F2001/wav_48000/F2001_000143.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,5.3406,44100,1,0.0239244,0.248993,0.0453127,2403.1783,272.2222,0.9520
f2001_000144,small/F2001.tar!F2001/wav_48000/F2001_000144.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,5.7121,44100,1,0.0229978,0.167633,0.0681334,3752.0718,326.6667,0.7318
f2001_000145,small/F2001.tar!F2001/wav_48000/F2001_000145.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,4.5047,44100,1,0.0286933,0.211975,0.0543908,2933.6236,267.2727,0.5578
f2001_000146,small/F2001.tar!F2001/wav_48000/F2001_000146.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,5.9443,44100,1,0.0255852,0.227417,0.0604212,3030.2735,253.4483,0.4690
f2001_000147,small/F2001.tar!F2001/wav_48000/F2001_000147.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,6.0836,44100,1,0.0235455,0.26355,0.05307,3305.1442,204.1667,0.5106
f2001_000148,small/F2001.tar!F2001/wav_48000/F2001_000148.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,5.8050,44100,1,0.0245708,0.189209,0.0470588,2458.7508,186.0759,0.6055
f2001_000149,small/F2001.tar!F2001/wav_48000/F2001_000149.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,3.6223,44100,1,0.0313664,0.41449,0.0495233,2862.7802,245.0000,0.5784
f2001_000150,small/F2001.tar!F2001/wav_48000/F2001_000150.wav,F2001,female,fear,14,"무서운, 공포, 두려워하듯",frustrated,skt_index,,,4.6440,44100,1,0.0312872,0.246063,0.0562942,2933.5134,319.5652,0.8768
f2001_000151,small/F2001.tar!F2001/wav_48000/F2001_000151.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,10.4954,44100,1,0.0292731,0.246826,0.0676444,3616.2844,358.5366,0.8917
f2001_000152,small/F2001.tar!F2001/wav_48000/F2001_000152.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,5.8979,44100,1,0.0263151,0.182831,0.0720121,3397.2229,257.8947,0.9326
f2001_000153,small/F2001.tar!F2001/wav_48000/F2001_000153.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,12.5852,44100,1,0.0269787,0.274963,0.0641397,3118.6569,249.1525,0.7438
f2001_000154,small/F2001.tar!F2001/wav_48000/F2001_000154.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,4.0403,44100,1,0.02401,0.200836,0.0479472,2572.4584,207.0423,0.4711
f2001_000155,small/F2001.tar!F2001/wav_48000/F2001_000155.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,4.1796,44100,1,0.0300245,0.213806,0.0413739,2839.9876,90.7407,0.4787
f2001_000156,small/F2001.tar!F2001/wav_48000/F2001_000156.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,5.0620,44100,1,0.0250786,0.216034,0.0459838,2786.0923,306.2500,0.6702
f2001_000157,small/F2001.tar!F2001/wav_48000/F2001_000157.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,6.7802,44100,1,0.0298493,0.235992,0.0460825,2923.8816,237.0968,0.8612
f2001_000158,small/F2001.tar!F2001/wav_48000/F2001_000158.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,5.5728,44100,1,0.0286962,0.205627,0.0466636,2813.0384,245.0000,0.6648
f2001_000159,small/F2001.tar!F2001/wav_48000/F2001_000159.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,4.4582,44100,1,0.0307688,0.286987,0.0411888,2413.5302,358.5366,0.8642
f2001_000160,small/F2001.tar!F2001/wav_48000/F2001_000160.wav,F2001,female,hesitate,15,"머뭇거리듯, 당황한듯",normal,skt_index,,,3.9010,44100,1,0.0225699,0.187103,0.0452883,2828.3420,253.4483,0.6656
